Serial Number,Team Name,Driver Name,Track Name,File Path
23,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap11.wav
24,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap39.wav
25,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap38.wav
26,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap10.wav
27,AstonMartinAramcoMercedes,FernandoAlonso14,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AstonMartinAramcoMercedes_FernandoAlonso14_BahrainInternationalCircuitSakhir^Bahrain_lap59.wav
28,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap31.wav
29,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap25.wav
30,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap19.wav
31,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap33.wav
32,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap27.wav
33,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap12.wav
34,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap9.wav
35,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap8.wav
36,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap26.wav
37,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap55.wav
38,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap41.wav
39,AstonMartinAramcoMercedes,FernandoAlonso14,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AstonMartinAramcoMercedes_FernandoAlonso14_BahrainInternationalCircuitSakhir^Bahrain_lap15.wav
40,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap6.wav
41,AstonMartinAramcoMercedes,FernandoAlonso14,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AstonMartinAramcoMercedes_FernandoAlonso14_BahrainInternationalCircuitSakhir^Bahrain_lap29.wav
42,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap48.wav
43,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap49.wav
44,AstonMartinAramcoMercedes,FernandoAlonso14,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AstonMartinAramcoMercedes_FernandoAlonso14_BahrainInternationalCircuitSakhir^Bahrain_lap28.wav
45,AstonMartinAramcoMercedes,FernandoAlonso14,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AstonMartinAramcoMercedes_FernandoAlonso14_BahrainInternationalCircuitSakhir^Bahrain_lap14.wav
46,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap7.wav
47,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap40.wav
48,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap54.wav
49,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap42.wav
50,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap56.wav
51,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap5.wav
52,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap4.wav
53,AstonMartinAramcoMercedes,FernandoAlonso14,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AstonMartinAramcoMercedes_FernandoAlonso14_BahrainInternationalCircuitSakhir^Bahrain_lap17.wav
54,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap57.wav
55,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap43.wav
56,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap47.wav
57,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap53.wav
58,AstonMartinAramcoMercedes,FernandoAlonso14,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AstonMartinAramcoMercedes_FernandoAlonso14_BahrainInternationalCircuitSakhir^Bahrain_lap13.wav
59,AstonMartinAramcoMercedes,FernandoAlonso14,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AstonMartinAramcoMercedes_FernandoAlonso14_BahrainInternationalCircuitSakhir^Bahrain_lap12.wav
60,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap1.wav
61,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap52.wav
62,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap46.wav
63,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap50.wav
64,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap44.wav
65,AstonMartinAramcoMercedes,FernandoAlonso14,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AstonMartinAramcoMercedes_FernandoAlonso14_BahrainInternationalCircuitSakhir^Bahrain_lap38.wav
66,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap3.wav
67,AstonMartinAramcoMercedes,FernandoAlonso14,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AstonMartinAramcoMercedes_FernandoAlonso14_BahrainInternationalCircuitSakhir^Bahrain_lap10.wav
68,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap59.wav
69,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap58.wav
70,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap2.wav
71,AstonMartinAramcoMercedes,FernandoAlonso14,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AstonMartinAramcoMercedes_FernandoAlonso14_BahrainInternationalCircuitSakhir^Bahrain_lap11.wav
72,AstonMartinAramcoMercedes,FernandoAlonso14,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AstonMartinAramcoMercedes_FernandoAlonso14_BahrainInternationalCircuitSakhir^Bahrain_lap39.wav
73,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap45.wav
74,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap51.wav
75,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap48.wav
76,AstonMartinAramcoMercedes,FernandoAlonso14,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AstonMartinAramcoMercedes_FernandoAlonso14_BahrainInternationalCircuitSakhir^Bahrain_lap34.wav
77,AstonMartinAramcoMercedes,FernandoAlonso14,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AstonMartinAramcoMercedes_FernandoAlonso14_BahrainInternationalCircuitSakhir^Bahrain_lap20.wav
78,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap41.wav
79,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap55.wav
80,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap54.wav
81,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap40.wav
82,AstonMartinAramcoMercedes,FernandoAlonso14,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AstonMartinAramcoMercedes_FernandoAlonso14_BahrainInternationalCircuitSakhir^Bahrain_lap21.wav
83,AstonMartinAramcoMercedes,FernandoAlonso14,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AstonMartinAramcoMercedes_FernandoAlonso14_BahrainInternationalCircuitSakhir^Bahrain_lap35.wav
84,AlpineRenault,EstebanOcon31,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_EstebanOcon31_BahrainInternationalCircuitSakhir^Bahrain_lap49.wav
85,AstonMartinAramcoMercedes,FernandoAlonso14,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AstonMartinAramcoMercedes_FernandoAlonso14_BahrainInternationalCircuitSakhir^Bahrain_lap23.wav
86,AstonMartinAramcoMercedes,FernandoAlonso14,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AstonMartinAramcoMercedes_FernandoAlonso14_BahrainInternationalCircuitSakhir^Bahrain_lap37.wav
87,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap56.wav
88,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap42.wav
89,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap43.wav
90,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap57.wav
91,AstonMartinAramcoMercedes,FernandoAlonso14,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AstonMartinAramcoMercedes_FernandoAlonso14_BahrainInternationalCircuitSakhir^Bahrain_lap36.wav
92,AstonMartinAramcoMercedes,FernandoAlonso14,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AstonMartinAramcoMercedes_FernandoAlonso14_BahrainInternationalCircuitSakhir^Bahrain_lap22.wav
93,AlpineRenault,PierreGasly10,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AlpineRenault_PierreGasly10_BahrainInternationalCircuitSakhir^Bahrain_lap9.wav
94,AstonMartinAramcoMercedes,FernandoAlonso14,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AstonMartinAramcoMercedes_FernandoAlonso14_BahrainInternationalCircuitSakhir^Bahrain_lap26.wav
95,AstonMartinAramcoMercedes,FernandoAlonso14,BahrainInternationalCircuitSakhir^Bahrain,/Volumes/Sandhya TB2/F1_LAP_DATA/BahrainInternationalCircuitSakhir^Bahrain_LAP/AstonMartinAramcoMercedes_FernandoAlonso14_BahrainInternationalCircuitSakhir^Bahrain_lap32.wav
